Name,Package,Tags,Score,Developers,Version,MD5,Download_URL
得物,com.shizhuang.duapp,潮流商城,3.1,上海得物信息集团有限公司,5.57.0,838FFABCFEE8261F47388840C9365A30,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/838FFABCFEE8261F47388840C9365A30.apk?fsname=com.shizhuang.duapp_5.57.0.apk
七猫免费小说,com.kmxs.reader,电子书城,3.7,上海七猫文化传媒有限公司,7.63,0ACF217F8F13CE37381E0AEC623621DD,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/0ACF217F8F13CE37381E0AEC623621DD.apk?fsname=com.kmxs.reader_7.63.apk
百词斩,com.jiongji.andriod.card,英语学习,4.9,成都超爱学习科技有限公司,7.6.15,BF3272007D60FDBA4D5B6497C737D247,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/BF3272007D60FDBA4D5B6497C737D247.apk?fsname=com.jiongji.andriod.card_7.6.15.apk
央视影音,cn.cntv,电视直播,4.4,央视国际网络有限公司,7.9.16,4377BBF443F4EA9C88A31E3AEC8C9DFB,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/4377BBF443F4EA9C88A31E3AEC8C9DFB.apk?fsname=cn.cntv_7.9.16.apk
秒拍,com.yixia.videoeditor,其他,4.9,炫一下（北京）科技有限公司,7.3.13,F51931BC1485D12AA04320FBEAE8F692,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/F51931BC1485D12AA04320FBEAE8F692.apk?fsname=com.yixia.videoeditor_7.3.13.apk
玩吧,com.wodi.who,游戏社区,4.9,北京默契破冰科技有限公司,10.97.3,7005ECF2BCDCA198BE993646C36CA16F,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/7005ECF2BCDCA198BE993646C36CA16F.apk?fsname=com.wodi.who_10.97.3.apk
好分期,com.renrendai.haohuan,分期贷款,4.1,北京微财科技有限公司,8.9.0,DE990FD18835A53A9B2DCC357F7C54DB,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/DE990FD18835A53A9B2DCC357F7C54DB.apk?fsname=com.renrendai.haohuan_8.9.0.apk
海通期货期海通行,com.cffex.htqh,期货,5.0,海通期货股份有限公司,1.4.6.0,99EDD174B471FED8770760D10790202B,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/99EDD174B471FED8770760D10790202B.apk?fsname=com.cffex.htqh_1.4.6.0.apk
春雨医生,me.chunyu.ChunyuDoctor,问诊咨询,4.3,北京春雨天下软件有限公司,10.6.10,E65459B9536F2C2A401F670EF005BB25,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/E65459B9536F2C2A401F670EF005BB25.apk?fsname=me.chunyu.ChunyuDoctor_10.6.10.apk
2345天气预报,com.tianqi2345,天气,4.6,上海二三四五网络科技有限公司,10.9.3.1,740A58A4098D1D6D2807E0603DD2728A,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/740A58A4098D1D6D2807E0603DD2728A.apk?fsname=com.tianqi2345_10.9.3.1.apk
和通讯录,com.chinamobile.contacts.im,通讯对讲,4.2,中移互联网有限公司,6.1.2,059C60D581D43E6B472C30FC07D9BFD6,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/059C60D581D43E6B472C30FC07D9BFD6.apk?fsname=com.chinamobile.contacts.im_6.1.2.apk
双开助手微分身版,com.excelliance.dualaid,应用分身/多开,4.8,上海卓盟信息科技有限公司,10.9.8.0,CFA034044A29C98239242D3619B903D2,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/CFA034044A29C98239242D3619B903D2.apk?fsname=com.excelliance.dualaid_10.9.8.0.apk
澎湃新闻,com.wondertek.paper,综合新闻,4.6,上海东方报业有限公司,10.1.0,C2F15AD5EDC22EACE85F2BFD0904C27C,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/C2F15AD5EDC22EACE85F2BFD0904C27C.apk?fsname=com.wondertek.paper_10.1.0.apk
瓜子二手车,com.ganji.android.haoche_c,汽车交易,4.9,车好多旧机动车经纪（北京）有限公司,10.15.0.6,8F7BD133E0FF5B9C4C47DA1A88E9DCF7,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/8F7BD133E0FF5B9C4C47DA1A88E9DCF7.apk?fsname=com.ganji.android.haoche_c_10.15.0.6.apk
白金秀,com.wali.live,真人娱乐直播,4.0,深圳仙游来网络科技有限公司,6.4.3,E52C56EA8F6335CB610085991F385D15,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/E52C56EA8F6335CB610085991F385D15.apk?fsname=com.wali.live_6.4.3.apk
穿衣有品,com.nanyibang.rm,潮流商城,5.0,上海若美网络科技有限公司,9.2.7,9C50A7E5AA7524FA8078437927794B3F,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/9C50A7E5AA7524FA8078437927794B3F.apk?fsname=com.nanyibang.rm_9.2.7.apk
五矿证券,com.wkscuiphone,股票,5.0,五矿证券有限公司,3.38.1,8C522362FAE562AE7B7EF5B88C084E92,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/8C522362FAE562AE7B7EF5B88C084E92.apk?fsname=com.wkscuiphone_3.38.1.apk
Tripadvisor猫途鹰,com.tripadvisor.tripadvisor.daodao,行程攻略,4.6,鹰程信息技术（上海）有限公司,40.0.0,2021CC035C92A05E457A9EBCD96DBDF9,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/2021CC035C92A05E457A9EBCD96DBDF9.apk?fsname=com.tripadvisor.tripadvisor.daodao_40.0.0.apk
做菜达人,com.talent.food,厨房菜谱,4.5,阿米未来（厦门）科技有限公司,1.2.2,E27D04AEDA2FAE68F0135C8DDF027003,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/E27D04AEDA2FAE68F0135C8DDF027003.apk?fsname=com.talent.food_1.2.2.apk
智联招聘,com.zhaopin.social,全职招聘,4.7,北京网聘信息技术有限公司,8.12.7,3FCCCD8D41D47E0B02A152ACF34CB06B,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/3FCCCD8D41D47E0B02A152ACF34CB06B.apk?fsname=com.zhaopin.social_8.12.7.apk
前程无忧51Job,com.job.android,全职招聘,4.6,前锦网络信息技术（上海）有限公司,14.21.0,7C95F70D02B6D053E22721CEFED2F06D,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/7C95F70D02B6D053E22721CEFED2F06D.apk?fsname=com.job.android_14.21.0.apk
水印相机,com.tencent.zebra,相机,3.3,深圳市腾讯计算机系统有限公司,4.2.9.669,2AC8F0E293C5DB80DFC0FD7D42A194D0,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/2AC8F0E293C5DB80DFC0FD7D42A194D0.apk?fsname=com.tencent.zebra_4.2.9.669.apk
免费小说大全,com.aikan,电子书城,4.6,北京点众快看科技有限公司,7.0.8,5BBBE0B6F3998597C28F213F3447CC10,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/5BBBE0B6F3998597C28F213F3447CC10.apk?fsname=com.aikan_7.0.8.apk
夸克,com.quark.browser,手机浏览器,4.1,广州市动悦信息技术有限公司,7.6.0.710,E1F00BB4CA072FBB79425331A729DF47,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/E1F00BB4CA072FBB79425331A729DF47.apk?fsname=com.quark.browser_7.6.0.710.apk
园产递,com.yuanchandiycd.app,综合商城,5.0,红玉房（深圳）网络科技有限公司,1.0.62,EE4E0D9FFEFA04FA62572BD79A3210F1,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/EE4E0D9FFEFA04FA62572BD79A3210F1.apk?fsname=com.yuanchandiycd.app_1.0.62.apk
闪电扫码大师,com.master.qrcode,二维码扫码,4.8,途龙科技（厦门）有限公司,2.1.7,1E7DA47EAC6AC5BDD0D6D5F4966CF3BB,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/1E7DA47EAC6AC5BDD0D6D5F4966CF3BB.apk?fsname=com.master.qrcode_2.1.7.apk
闪送,cn.ishansong,寄收快递,5.0,北京同城必应科技有限公司,6.6.30,A87DB3F45483DBA6B9074D5EE5B60B08,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/A87DB3F45483DBA6B9074D5EE5B60B08.apk?fsname=cn.ishansong_6.6.30.apk
亲宝宝,com.dw.btime,母婴健康,4.8,杭州点望科技有限公司,11.4.2,9FD9C9410C8FCCC7278BF4704C960A36,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/9FD9C9410C8FCCC7278BF4704C960A36.apk?fsname=com.dw.btime_11.4.2.apk
潮自拍,com.meitu.wheecam,相机,4.8,厦门美图之家科技有限公司,5.1.9.0,DD38D57BE374487AC279A4B7EEADCFC4,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/DD38D57BE374487AC279A4B7EEADCFC4.apk?fsname=com.meitu.wheecam_5.1.9.0.apk
起床闹铃,com.work.clock,闹钟时钟,4.3,掌丰科技（厦门）有限公司,3.2.0,1E727B20A34238BD95A0E227D64C80A7,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/1E727B20A34238BD95A0E227D64C80A7.apk?fsname=com.work.clock_3.2.0.apk
还呗,com.shuhekeji,分期贷款,4.4,中禾信融资担保（福建）有限公司,5.40.1,D1CCBFECF2D5204E4B20FAAB4416D508,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/D1CCBFECF2D5204E4B20FAAB4416D508.apk?fsname=com.shuhekeji_5.40.1.apk
Soul,cn.soulapp.android,匿名/陌生人,4.1,上海任意门科技有限公司,5.54.0,A8C5B37CD15CCE087F742AD430359F00,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/A8C5B37CD15CCE087F742AD430359F00.apk?fsname=cn.soulapp.android_5.54.0.apk
新湖南,com.dingtai.wxhn.activity,地方资讯,4.8,华声在线股份有限公司,11.0.4,E6CC07CB475220B55CC2580FB11B8ED4,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/E6CC07CB475220B55CC2580FB11B8ED4.apk?fsname=com.dingtai.wxhn.activity_11.0.4.apk
东方铃声,com.dragon.ringtone,手机彩铃,5.0,途龙科技（厦门）有限公司,2.2.1,47BAAEC4CCB6CDB45E77A6B989185F38,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/47BAAEC4CCB6CDB45E77A6B989185F38.apk?fsname=com.dragon.ringtone_2.2.1.apk
淘最热点,com.maihan.tredian,综合资讯,4.9,上海麦晗科技有限公司,3.1.3,E4FD1E8EB354F8666E7B3EEE61A95E62,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/E4FD1E8EB354F8666E7B3EEE61A95E62.apk?fsname=com.maihan.tredian_3.1.3.apk
花椒直播,com.huajiao,真人娱乐直播,4.6,北京密境和风科技有限公司,9.4.6.1010,170D2D44E9CD039143F71BB510AE35A7,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/170D2D44E9CD039143F71BB510AE35A7.apk?fsname=com.huajiao_9.4.6.1010.apk
in,com.jiuyan.infashion,图片分享社区,4.1,杭州九言科技股份有限公司,3.4.130,C9E0C438ED8B94914ADDF7B8AACDC013,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/C9E0C438ED8B94914ADDF7B8AACDC013.apk?fsname=com.jiuyan.infashion_3.4.130.apk
心悦俱乐部,com.tencent.tgclub,游戏社区,4.1,深圳市腾讯计算机系统有限公司,6.3.6.50,F99D1A197268FFBB7D64F70525AC360A,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/F99D1A197268FFBB7D64F70525AC360A.apk?fsname=com.tencent.tgclub_6.3.6.50.apk
掌上道聚城,com.tencent.djcity,游戏交易,2.5,深圳市腾讯计算机系统有限公司,4.8.7.0,809DB2155318CB3C3B113D7E821A7210,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/809DB2155318CB3C3B113D7E821A7210.apk?fsname=com.tencent.djcity_4.8.7.0.apk
文件编辑器,com.fc.management,文档表格,4.6,厦门庚子信息技术有限公司,1.2.1,310FE1D9151B38C8CAAF4751E9F5355A,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/310FE1D9151B38C8CAAF4751E9F5355A.apk?fsname=com.fc.management_1.2.1.apk
51信用卡管家,com.zhangdan.app,信用卡生活,4.7,杭州恩牛网络技术有限公司,12.10.9,5A0425A16F54F47670E2926A7546D986,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/5A0425A16F54F47670E2926A7546D986.apk?fsname=com.zhangdan.app_12.10.9.apk
葫芦侠3楼,com.huati,游戏社区,4.2,广州侠聚网络科技有限公司,4.3.0.5,78DA3745E1527F2FD99FC42F3E1D9F66,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/78DA3745E1527F2FD99FC42F3E1D9F66.apk?fsname=com.huati_4.3.0.5.apk
韩小圈,com.babycloud.hanju,韩剧,4.7,重庆宝上云科技有限公司,6.6.1,0ADFA6179D6C88FA07FEE72CB5A2D80D,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/0ADFA6179D6C88FA07FEE72CB5A2D80D.apk?fsname=com.babycloud.hanju_6.6.1.apk
驾考宝典多语言版,cn.mucang.android.jkxt,驾考培训,5.0,武汉木仓科技股份有限公司,2.0.8,0E89BACDCBC9B0F6EB64281AAF87523D,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/0E89BACDCBC9B0F6EB64281AAF87523D.apk?fsname=cn.mucang.android.jkxt_2.0.8.apk
卡牛信用管家,com.mymoney.sms,信用卡生活,4.8,深圳市卡牛科技有限公司,9.1.3,0B81474F6727720A4E5528B3F1FA4E02,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/0B81474F6727720A4E5528B3F1FA4E02.apk?fsname=com.mymoney.sms_9.1.3.apk
壁纸多多,com.shoujiduoduo.wallpaper,壁纸,4.3,童趣乐淘网络科技（天津）有限公司,6.7.5.0,7FF60EF200182A3F2B3C5C2DD0120DE9,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/7FF60EF200182A3F2B3C5C2DD0120DE9.apk?fsname=com.shoujiduoduo.wallpaper_6.7.5.0.apk
WiFi万能钥匙极速版,com.snda.lantern.wifilocating,免费WIFI,3.3,南京尚网网络科技有限公司,6.8.53,C0E540E63241E2DC9ADB3EED6C024726,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/C0E540E63241E2DC9ADB3EED6C024726.apk?fsname=com.snda.lantern.wifilocating_6.8.53.apk
懂车帝,com.ss.android.auto,汽车社区,4.8,北京空间变换科技有限公司,8.3.7,563E35677522BA375E6A0798D92B6502,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/563E35677522BA375E6A0798D92B6502.apk?fsname=com.ss.android.auto_8.3.7.apk
刺猬猫阅读,com.kuangxiangciweimao.novel,电子书城,5.0,杭州狂想网络科技有限公司,2.9.335,4994A61384D6B924662F2C12155D0F95,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/4994A61384D6B924662F2C12155D0F95.apk?fsname=com.kuangxiangciweimao.novel_2.9.335.apk
顺丰速运,com.sf.activity,寄收快递,5.0,顺丰速运有限公司,9.72.0,3CB31EB5F98D15398A922103CC5F427A,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/3CB31EB5F98D15398A922103CC5F427A.apk?fsname=com.sf.activity_9.72.0.apk
虫虫助手,com.lion.market,游戏攻略,4.7,厦门市虫虫网络科技有限公司,4.7.8.2,5389548F52F4C9353A51786A2D16D090,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/5389548F52F4C9353A51786A2D16D090.apk?fsname=com.lion.market_4.7.8.2.apk
脉脉,com.taou.maimai,全职招聘,4.9,北京淘友天下科技发展有限公司,6.6.36,E51239D0A16BE1DC8779A11F144F555E,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/E51239D0A16BE1DC8779A11F144F555E.apk?fsname=com.taou.maimai_6.6.36.apk
百度翻译,com.baidu.baidutranslate,AI教育学习,4.8,北京百度网讯科技有限公司,11.8.1,0CD618DE5DD8E3070853301711C38A03,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/0CD618DE5DD8E3070853301711C38A03.apk?fsname=com.baidu.baidutranslate_11.8.1.apk
2345手机助手,com.market2345,游戏工具,3.7,上海二三四五移动科技有限公司,10.8,DC3BBD418F2F1D2AB9400E0D57B215A3,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/DC3BBD418F2F1D2AB9400E0D57B215A3.apk?fsname=com.market2345_10.8.apk
K米,com.evideo.MobileKTV,K歌唱歌,3.4,福建凯米网络科技有限公司,5.8.0,773BF47EB4E5EB7F816CCFF407930331,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/773BF47EB4E5EB7F816CCFF407930331.apk?fsname=com.evideo.MobileKTV_5.8.0.apk
发现精彩,com.cs_credit_bank,信用卡生活,4.8,广发银行股份有限公司,8.15.0,96F9301F991D6FC9C5930FC5042067B7,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/96F9301F991D6FC9C5930FC5042067B7.apk?fsname=com.cs_credit_bank_8.15.0.apk
Zepp Life,com.xiaomi.hm.health,减脂瘦身,3.4,安徽华米信息科技有限公司,6.12.0,8F823475739D67898643E538C1ED5267,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/8F823475739D67898643E538C1ED5267.apk?fsname=com.xiaomi.hm.health_6.12.0.apk
流利说-英语,com.liulishuo.engzo,英语学习,4.1,上海流利说信息技术有限公司,8.47.37,78232F894056A09A4670559769618407,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/78232F894056A09A4670559769618407.apk?fsname=com.liulishuo.engzo_8.47.37.apk
日程管家,com.trip.housekeeper,日程管理,4.3,觅见科技（厦门）有限公司,1.2.8,DD515F51B2C50187700151E645234178,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/DD515F51B2C50187700151E645234178.apk?fsname=com.trip.housekeeper_1.2.8.apk
学习强国,cn.xuexi.android,政务新闻,5.0,中央宣传部宣传舆情研究中心,2.60.0,39713C71BD839E674B90F2971F710359,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/39713C71BD839E674B90F2971F710359.apk?fsname=cn.xuexi.android_2.60.0.apk
易车,com.yiche.autoeasy,汽车社区,4.6,北京易车互动广告有限公司,11.26.0,C72AE5398C508EE1C4BF843130770616,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/C72AE5398C508EE1C4BF843130770616.apk?fsname=com.yiche.autoeasy_11.26.0.apk
东方证券期货,com.dzqh.online11,期货,5.0,上海东证期货有限公司,4.0.3,F1A724FACC6D7CBA16975298B8272A81,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/F1A724FACC6D7CBA16975298B8272A81.apk?fsname=com.dzqh.online11_4.0.3.apk
清理大师,com.shyz.toutiao,垃圾清理,4.0,上海移卓网络科技有限公司,3.6.024,BE9A03B7ED78279122F666CFC2BDCB4E,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/BE9A03B7ED78279122F666CFC2BDCB4E.apk?fsname=com.shyz.toutiao_3.6.024.apk
拍拍贷借款,com.ppdai.loan,分期贷款,4.4,上海拍拍贷金融信息服务有限公司,10.6.7,13F1FAAA9B978E67B438C9C7ED6B3ED6,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/13F1FAAA9B978E67B438C9C7ED6B3ED6.apk?fsname=com.ppdai.loan_10.6.7.apk
新浪微博4G版,com.sina.weibog3,综合社区/论坛,4.7,微梦创科网络技术(中国)有限公司,14.6.2,8DAF3045DE1A8F684D0D6D047657A1F0,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/8DAF3045DE1A8F684D0D6D047657A1F0.apk?fsname=com.sina.weibog3_14.6.2.apk
优惠券,com.ddyhq.youhuiquan,返利,5.0,一古（厦门）科技有限公司,6.0.0,488ED8808381A789634D64DDFD79BA40,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/488ED8808381A789634D64DDFD79BA40.apk?fsname=com.ddyhq.youhuiquan_6.0.0.apk
当当,com.dangdang.buy2,综合商城,4.5,北京当当科文电子商务有限公司,14.12.0,86E3C0326F1B7F35220EEA9FF2590AA8,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/86E3C0326F1B7F35220EEA9FF2590AA8.apk?fsname=com.dangdang.buy2_14.12.0.apk
好兔视频,tv.yilan.howto.app,短视频,5.0,北京一览科技有限公司,1.6.34.34,87C0B5C148CE3FA9E50CFB434BE6DD60,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/87C0B5C148CE3FA9E50CFB434BE6DD60.apk?fsname=tv.yilan.howto.app_1.6.34.34.apk
有车以后,com.youcheyihou.iyoursuv,汽车社区,5.0,广州市有车以后信息科技有限公司,4.84.1,B44C7C2F1C0F9F38EAE455FA5B07333D,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/B44C7C2F1C0F9F38EAE455FA5B07333D.apk?fsname=com.youcheyihou.iyoursuv_4.84.1.apk
三星健康,com.sec.android.app.shealth,运动装备,4.7,三星电子株式会社,6.28.2.004,06A92448DA9E1F971BCA3DA1AB963A15,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/06A92448DA9E1F971BCA3DA1AB963A15.apk?fsname=com.sec.android.app.shealth_6.28.2.004.apk
海报新闻,com.dzwww.sd.android,地方新闻,4.9,山东省互联网传媒集团股份有限公司,11.4,4F83EE7774436AB81C632524610579DB,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/4F83EE7774436AB81C632524610579DB.apk?fsname=com.dzwww.sd.android_11.4.apk
浦发手机银行,cn.com.spdb.mobilebank.per,手机银行,4.7,上海浦东发展银行股份有限公司,14.0.0,DFF06C82A9F127EF90AAA9072D04D2E1,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/DFF06C82A9F127EF90AAA9072D04D2E1.apk?fsname=cn.com.spdb.mobilebank.per_14.0.0.apk
百思漂流瓶,com.budejie.www,匿名/陌生人,4.8,鲨鱼快游网络技术（北京）有限公司,9.0.1,E32D544BB1D50A695DCDD986C31866DE,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/E32D544BB1D50A695DCDD986C31866DE.apk?fsname=com.budejie.www_9.0.1.apk
豆果美食,com.douguo.recipe,厨房菜谱,4.8,北京豆果信息技术有限公司,8.2.3.2,0196B4D319BFA064980C60145AB22078,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/0196B4D319BFA064980C60145AB22078.apk?fsname=com.douguo.recipe_8.2.3.2.apk
米读小说,com.lechuan.midunovel,电子书城,4.8,上海大犀角信息科技有限公司,5.71.0.1030.1200,D5079FFE9FB6FC8E7E85B9A1ACA95C03,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/D5079FFE9FB6FC8E7E85B9A1ACA95C03.apk?fsname=com.lechuan.midunovel_5.71.0.1030.1200.apk
腾讯会议,com.tencent.wemeet.app,移动办公,1.9,深圳市腾讯计算机系统有限公司,3.29.31.405,3FE5C5F9CE48152A4B530DDA4ACA3D04,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/3FE5C5F9CE48152A4B530DDA4ACA3D04.apk?fsname=com.tencent.wemeet.app_3.29.31.405.apk
交通银行,com.bankcomm.Bankcomm,手机银行,4.1,交通银行股份有限公司,9.1.0,1BF5443CCF06DE78D75496FB1DE86679,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/1BF5443CCF06DE78D75496FB1DE86679.apk?fsname=com.bankcomm.Bankcomm_9.1.0.apk
掌上公交,com.mygolbs.mybus,公交地铁,4.0,厦门搜谷信息科技有限公司,6.8.2,F6B6DBD99D9AF2709FCCAB7BCCD74AC9,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/F6B6DBD99D9AF2709FCCAB7BCCD74AC9.apk?fsname=com.mygolbs.mybus_6.8.2.apk
录屏大师,com.screeclibinvoke,录屏,4.3,广州飞磨科技有限公司,3.6.7.4,32E0FF0330F7389FC2BFA92F333017CB,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/32E0FF0330F7389FC2BFA92F333017CB.apk?fsname=com.screeclibinvoke_3.6.7.4.apk
微米浏览器,com.ume.browser,手机浏览器,4.3,上海博色信息科技有限公司,BrowserV8.0.20241013,2E6F3B3E690EF51330ACEA1E997E9E43,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/2E6F3B3E690EF51330ACEA1E997E9E43.apk?fsname=com.ume.browser_BrowserV8.0.20241013.apk
文件解压管家,com.cyp.fm,本地文件管理,3.9,厦门赤辉科技有限公司,1.2.6,1A69123CF3501B442C7E7AA6C596049C,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/1A69123CF3501B442C7E7AA6C596049C.apk?fsname=com.cyp.fm_1.2.6.apk
UU加速器,com.netease.uu,游戏加速,4.0,网易（杭州）网络有限公司,10.4.12.1126,8ECD3EC4A015E0506BBAFEB1869A702B,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/8ECD3EC4A015E0506BBAFEB1869A702B.apk?fsname=com.netease.uu_10.4.12.1126.apk
银河期货专业版,com.hundsun.stockwinner.yhqh,期货,5.0,银河期货有限公司,7.1.3.0,8ECDD06BB8A33E906C6E20A02DB56323,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/8ECDD06BB8A33E906C6E20A02DB56323.apk?fsname=com.hundsun.stockwinner.yhqh_7.1.3.0.apk
货拉拉,com.lalamove.huolala.client,货运物流,4.3,深圳依时货拉拉科技有限公司,7.0.44,C367A87CE2019CA69CAE297FEA804553,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/C367A87CE2019CA69CAE297FEA804553.apk?fsname=com.lalamove.huolala.client_7.0.44.apk
小豆苗,com.threegene.yeemiao,母婴健康,4.8,深圳三代人科技有限公司,7.33.0,EC38358E7F0F6608E38B85985DCFB657,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/EC38358E7F0F6608E38B85985DCFB657.apk?fsname=com.threegene.yeemiao_7.33.0.apk
百度知道,com.baidu.iknow,知识社区,4.4,北京百度网讯科技有限公司,9.2.10.4,7B067487A2E0D2962BA9DB51CB904B36,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/7B067487A2E0D2962BA9DB51CB904B36.apk?fsname=com.baidu.iknow_9.2.10.4.apk
画啦啦美术课堂,com.i61.draw.live,启蒙早教,5.0,广东省六一线上非学科培训学校有限公司,5.22.3,59CFF93B5FFBC3B0A9321D5B8ACC5B5F,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/59CFF93B5FFBC3B0A9321D5B8ACC5B5F.apk?fsname=com.i61.draw.live_5.22.3.apk
捷信金融,com.hcc.app,分期贷款,4.8,捷信消费金融有限公司,34.51.5,97ED0E912C4E5800DF2EE8E358C67910,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/97ED0E912C4E5800DF2EE8E358C67910.apk?fsname=com.hcc.app_34.51.5.apk
