Name,Package,Tags,Score,Developers,Version,MD5,Download_URL
妈妈社区,com.ci123.pregnancywap,育儿社区,4.9,南京矽汇信息技术有限公司,10.5.3,7F25762AFD9A5FD36F275EAB0ABABC42,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/7F25762AFD9A5FD36F275EAB0ABABC42.apk?fsname=com.ci123.pregnancywap_10.5.3.apk
小米商城,com.xiaomi.shop,数码家电商城,4.7,小米科技有限责任公司,5.31.0.20241122.r1,3DC449B5808AA905F5507B02F42E0F41,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/3DC449B5808AA905F5507B02F42E0F41.apk?fsname=com.xiaomi.shop_5.31.0.20241122.r1.apk
360浏览器,com.qihoo.browser,手机浏览器,3.2,北京奇元科技有限公司,v10.1.5.755,320EB6545D0D5CFE9B76C898DDC0C7C8,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/320EB6545D0D5CFE9B76C898DDC0C7C8.apk?fsname=com.qihoo.browser_v10.1.5.755.apk
安居客,com.anjuke.android.app,租房买房,4.8,瑞庭网络技术（上海）有限公司,17.14.1,BC9ED3EA40DBC131B043E0B000212BDB,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/BC9ED3EA40DBC131B043E0B000212BDB.apk?fsname=com.anjuke.android.app_17.14.1.apk
Microsoft Excel,com.microsoft.office.excel,文档表格,4.2,微软（中国）有限公司,16.0.18227.20088,7896322371330322E97F1D904299E179,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/7896322371330322E97F1D904299E179.apk?fsname=com.microsoft.office.excel_16.0.18227.20088.apk
男衣邦穿衣搭配,com.nanyibang.nomi,商品推荐,5.0,上海若美网络科技有限公司,7.9.2,78916416B107022178224AD18DE08C42,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/78916416B107022178224AD18DE08C42.apk?fsname=com.nanyibang.nomi_7.9.2.apk
招商银行,cmb.pb,手机银行,4.7,招商银行股份有限公司,13.0.0,9CB334CBD83545B2F9BF134C03C460CB,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/9CB334CBD83545B2F9BF134C03C460CB.apk?fsname=cmb.pb_13.0.0.apk
天星金融,com.xiaomi.jr,分期贷款,3.9,天星数科科技有限公司,8.86.0.5214.2284,A44BE6F5E752317B81774C03C715CC1E,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/A44BE6F5E752317B81774C03C715CC1E.apk?fsname=com.xiaomi.jr_8.86.0.5214.2284.apk
天气预报,com.goodtech.tq,天气,4.9,一古（厦门）科技有限公司,12.3.0,8DC9867FA746A1CCAD5D0F14B831F69B,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/8DC9867FA746A1CCAD5D0F14B831F69B.apk?fsname=com.goodtech.tq_12.3.0.apk
咪咕视频,com.cmcc.cmvideo,综合视频,4.3,咪咕视讯科技有限公司,6.3.25,40D08899C3495ADAC92FC7ABC5290ADC,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/40D08899C3495ADAC92FC7ABC5290ADC.apk?fsname=com.cmcc.cmvideo_6.3.25.apk
邮储银行,com.yitong.mbank.psbc,手机银行,3.0,中国邮政储蓄银行股份有限公司,10.0.0,BF189725BE9C689A767D6E66DF7D8C98,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/BF189725BE9C689A767D6E66DF7D8C98.apk?fsname=com.yitong.mbank.psbc_10.0.0.apk
一起作业,com.A17zuoye.mobile.homework,作业题库,3.2,上海合煦信息科技有限公司,3.8.16.10021,965CDF656C9DB976CBEBD43CF377DCCB,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/965CDF656C9DB976CBEBD43CF377DCCB.apk?fsname=com.A17zuoye.mobile.homework_3.8.16.10021.apk
影音先锋,com.xfplay.play,视频播放,4.0,桂林零与壹软件有限公司,7.1.7,41E16C28DEFC333E17679C0685EDE9F5,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/41E16C28DEFC333E17679C0685EDE9F5.apk?fsname=com.xfplay.play_7.1.7.apk
随手记,com.mymoney,记账,4.8,深圳市铭数信息有限公司,13.2.6.0,FBEEC5AC049C4A7FCEB89EACFBB58E45,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/FBEEC5AC049C4A7FCEB89EACFBB58E45.apk?fsname=com.mymoney_13.2.6.0.apk
航班管家,com.flightmanager.view,飞机/航班,5.0,深圳市活力天汇科技股份有限公司,8.7.3,544C2A96554DC7771A9CF9BCB885D220,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/544C2A96554DC7771A9CF9BCB885D220.apk?fsname=com.flightmanager.view_8.7.3.apk
一点新闻资讯,com.yidian.xiaomi,综合资讯,4.7,北京一点网聚科技有限公司,7.2.1.0,102051545D219F15DD7CD4A964454397,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/102051545D219F15DD7CD4A964454397.apk?fsname=com.yidian.xiaomi_7.2.1.0.apk
扫描全能王,com.intsig.camscanner,扫描识别,4.6,上海合合信息科技发展有限公司,6.78.0.2412160000,BAFADA7283E2AB6FC23ADAD6BCF9531E,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/BAFADA7283E2AB6FC23ADAD6BCF9531E.apk?fsname=com.intsig.camscanner_6.78.0.2412160000.apk
阿里巴巴,com.alibaba.wireless,综合商城,4.3,杭州阿里巴巴广告有限公司,11.45.2.0,7310878912BB63616CF4D0AF0EE8DB34,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/7310878912BB63616CF4D0AF0EE8DB34.apk?fsname=com.alibaba.wireless_11.45.2.0.apk
腾讯动漫,com.qq.ac.android,漫画,4.3,深圳阅荣信息科技有限公司,12.5.8,9AD0F0CC074F782A42F94B7AFFAA2448,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/9AD0F0CC074F782A42F94B7AFFAA2448.apk?fsname=com.qq.ac.android_12.5.8.apk
彩视,cn.colorv,匿名/陌生人,4.7,迅捷联动（北京）科技有限公司,6.37.6,09A1CCF234DFA8D16CB88E2B499DCB8A,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/09A1CCF234DFA8D16CB88E2B499DCB8A.apk?fsname=cn.colorv_6.37.6.apk
平安担保,com.paem,分期贷款,4.9,平安普惠融资担保有限公司,8.17.0,9D305DC4841B65AEFF45FE65A4BD158E,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/9D305DC4841B65AEFF45FE65A4BD158E.apk?fsname=com.paem_8.17.0.apk
云闪付,com.unionpay,信用卡生活,4.0,中国银联股份有限公司,10.1.8,E53FD0986FB94599FA1390FE0D5A138D,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/E53FD0986FB94599FA1390FE0D5A138D.apk?fsname=com.unionpay_10.1.8.apk
微店店长版,com.koudai.weishop,商家工具,4.6,北京口袋时尚科技有限公司,9.6.20,C39D18ADD4F2D519D01ED878286D55AC,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/C39D18ADD4F2D519D01ED878286D55AC.apk?fsname=com.koudai.weishop_9.6.20.apk
飞猪旅行,com.taobao.trip,综合服务,4.7,浙江飞猪网络技术有限公司,9.10.8.104,EBEDCA41B17C6AD50FB16867E21EB639,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/EBEDCA41B17C6AD50FB16867E21EB639.apk?fsname=com.taobao.trip_9.10.8.104.apk
掌上生活,com.cmbchina.ccd.pluto.cmbActivity,手机银行,3.9,招商银行股份有限公司信用卡中心,9.2.4,80086AD9A80768DB3ED67F4859604227,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/80086AD9A80768DB3ED67F4859604227.apk?fsname=com.cmbchina.ccd.pluto.cmbActivity_9.2.4.apk
美柚,com.lingan.seeyou,母婴健康,4.5,厦门美柚股份有限公司,8.83.0.0,B5254014BC4BA67849DE8940AEB67A24,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/B5254014BC4BA67849DE8940AEB67A24.apk?fsname=com.lingan.seeyou_8.83.0.0.apk
糖豆,com.bokecc.dance,短视频,4.8,小糖互娱（北京）科技有限公司,8.4.4,6ACE771FD4A26A2C5A65E45E5A920B16,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/6ACE771FD4A26A2C5A65E45E5A920B16.apk?fsname=com.bokecc.dance_8.4.4.apk
映客直播,com.meelive.ingkee,真人娱乐直播,4.8,北京蜜莱坞网络科技有限公司,9.6.40,118B0BC199684A588DDCAF03B7738B70,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/118B0BC199684A588DDCAF03B7738B70.apk?fsname=com.meelive.ingkee_9.6.40.apk
千千音乐,com.ting.mp3.android,在线音乐,4.0,深圳太乐文化科技有限公司,8.3.1.7,1027DE2B7AA09B557C8F6B072176D40C,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/1027DE2B7AA09B557C8F6B072176D40C.apk?fsname=com.ting.mp3.android_8.3.1.7.apk
智行火车票,com.yipiao,火车票,4.7,上海蒜芽信息科技有限公司,10.10.6,FD9901985EA815AE0E7895AF44199664,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/FD9901985EA815AE0E7895AF44199664.apk?fsname=com.yipiao_10.10.6.apk
嘀嗒出行,com.didapinche.booking,打车拼车,4.7,北京畅行信息科技有限公司,9.71.1,5F5DB319B2D670AA81A0FDDB90F13251,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/5F5DB319B2D670AA81A0FDDB90F13251.apk?fsname=com.didapinche.booking_9.71.1.apk
掌上穿越火线,com.tencent.qt.sns,游戏攻略,4.8,深圳市腾讯计算机系统有限公司,3.27.0,AD3F2E6F2C14BCEE071E1E8687CD1A4E,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/AD3F2E6F2C14BCEE071E1E8687CD1A4E.apk?fsname=com.tencent.qt.sns_3.27.0.apk
91桌面,com.nd.android.pandahome2,手机主题,4.0,福建风灵创景科技有限公司,10.5.2,3604B829A5A23AFCC006A5129454A924,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/3604B829A5A23AFCC006A5129454A924.apk?fsname=com.nd.android.pandahome2_10.5.2.apk
借贷宝,com.rrh.jdb,分期贷款,4.7,成都借宝科技有限公司,3.47.0.0,E6C87334F66F7CBECEE62317CA3DA1C9,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/E6C87334F66F7CBECEE62317CA3DA1C9.apk?fsname=com.rrh.jdb_3.47.0.0.apk
下厨房,com.xiachufang,厨房菜谱,4.7,北京瑞荻互动科技有限公司,8.8.49,43B30317EC2004A41879D403EDE170E4,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/43B30317EC2004A41879D403EDE170E4.apk?fsname=com.xiachufang_8.8.49.apk
HMS Core,com.huawei.hwid,手机辅助,3.1,华为软件技术有限公司,6.14.0.322,E899C19F4D30973BC82034FB8FB7B45A,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/E899C19F4D30973BC82034FB8FB7B45A.apk?fsname=com.huawei.hwid_6.14.0.322.apk
安全教育平台,com.jzzs.ParentsHelper,家校沟通,2.6,北京盈算计算机系统工程有限公司,1.9.2,F5CF50549C5C825F3E10113D61E507C0,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/F5CF50549C5C825F3E10113D61E507C0.apk?fsname=com.jzzs.ParentsHelper_1.9.2.apk
Google 搜索,com.google.android.googlequicksearchbox,手机浏览器,3.1,Google Inc.,14.12.12.26.arm64,017E6052B701575358E404CF106B2CF0,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/017E6052B701575358E404CF106B2CF0.apk?fsname=com.google.android.googlequicksearchbox_14.12.12.26.arm64.apk
驾考宝典3D练车,jiakaokeyi.app.good,驾考培训,5.0,武汉木仓科技股份有限公司,5.28.1,2917BF79485CC750D6A9F0943A6E87A8,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/2917BF79485CC750D6A9F0943A6E87A8.apk?fsname=jiakaokeyi.app.good_5.28.1.apk
个人所得税,cn.gov.tax.its,本地宝,2.2,国家税务总局税收大数据和风险管理局,2.1.3,A7FCFD359812ED096340C1989DE7482D,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/A7FCFD359812ED096340C1989DE7482D.apk?fsname=cn.gov.tax.its_2.1.3.apk
微店,com.koudai.weidian.buyer,综合商城,4.2,北京口袋时尚科技有限公司,7.8.7,F24D2A5E7DF6D0460D1E858A00DEAD7C,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/F24D2A5E7DF6D0460D1E858A00DEAD7C.apk?fsname=com.koudai.weidian.buyer_7.8.7.apk
微信读书,com.tencent.weread,电子书城,4.8,深圳市腾讯计算机系统有限公司,8.4.0,80411C977071240145EB90CBB1453588,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/80411C977071240145EB90CBB1453588.apk?fsname=com.tencent.weread_8.4.0.apk
起点读书,com.qidian.QDReader,电子书城,4.3,上海玄霆娱乐信息科技有限公司,7.9.382,805C777B4C1315D06F583506B800B3D0,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/805C777B4C1315D06F583506B800B3D0.apk?fsname=com.qidian.QDReader_7.9.382.apk
万能遥控,com.duokan.phone.remotecontroller,智能家居,3.1,小米科技有限责任公司,7.0.2,9749070EAEFF9A88BD3A45722348CFBF,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/9749070EAEFF9A88BD3A45722348CFBF.apk?fsname=com.duokan.phone.remotecontroller_7.0.2.apk
无忧行,com.cmi.jegotrip,营业厅,5.0,中国移动国际有限公司,8.6.2.0,782AA8F362E118C6F43AD42BFCC4AEC4,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/782AA8F362E118C6F43AD42BFCC4AEC4.apk?fsname=com.cmi.jegotrip_8.6.2.0.apk
番茄免费小说,com.dragon.read,电子书城,4.8,北京臻鼎科技有限公司,6.5.3.32,C10C80D660A2BEAF801853E9770528CC,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/C10C80D660A2BEAF801853E9770528CC.apk?fsname=com.dragon.read_6.5.3.32.apk
花生日记,com.jf.lkrj,返利,4.6,广州花生家网络科技有限公司,6.2.7,7B342B1D050F34214DC59DE8B177FAA3,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/7B342B1D050F34214DC59DE8B177FAA3.apk?fsname=com.jf.lkrj_6.2.7.apk
鲁大师,com.ludashi.benchmark,安全管理,3.9,成都鲁易科技有限公司,10.9.0,0DC2B09F78115A944E2875009E2ADD72,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/0DC2B09F78115A944E2875009E2ADD72.apk?fsname=com.ludashi.benchmark_10.9.0.apk
悦享,com.ssxg.cheers,商品推荐,5.0,悦享星光（北京）科技有限公司,9.5.4,0B81777F3BB0F177265517B6F5F06451,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/0B81777F3BB0F177265517B6F5F06451.apk?fsname=com.ssxg.cheers_9.5.4.apk
艺龙旅行,com.dp.android.elong,综合服务,5.0,北京艺龙信息技术有限公司,10.6.6,D8BD39DC978166F33C5C321DA05673A5,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/D8BD39DC978166F33C5C321DA05673A5.apk?fsname=com.dp.android.elong_10.6.6.apk
滴滴车主,com.sdu.didi.gsui,司机接单助手,4.6,滴滴出行（北京）网络平台技术有限公司,9.0.2,C3C59533C82B49AC325A8F6DCC224241,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/C3C59533C82B49AC325A8F6DCC224241.apk?fsname=com.sdu.didi.gsui_9.0.2.apk
万年历,com.youloft.calendar,日历,4.7,重庆可兰达科技有限公司,7.1.1,0DE52FDE401535E43716782F734F62F8,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/0DE52FDE401535E43716782F734F62F8.apk?fsname=com.youloft.calendar_7.1.1.apk
平安好车主,com.pingan.carowner,汽车保险,4.9,中国平安财产保险股份有限公司,5.51.1,0DBD34639DD3B7E200A960D461555C77,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/0DBD34639DD3B7E200A960D461555C77.apk?fsname=com.pingan.carowner_5.51.1.apk
小盒学习,com.knowbox.rc.student.pk,学生课堂,3.6,北京知识印象科技有限公司,5.1.94,C04E0793DA1FE681CA9754CC9258D0C1,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/C04E0793DA1FE681CA9754CC9258D0C1.apk?fsname=com.knowbox.rc.student.pk_5.1.94.apk
木鸟民宿,com.ysy.ayy,民宿短租,5.0,北京爱游易科技有限公司,8.3.8,E0847976D478840DAB27ABEB6706A311,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/E0847976D478840DAB27ABEB6706A311.apk?fsname=com.ysy.ayy_8.3.8.apk
小伴龙,com.xiaobanlong.main,启蒙早教,4.5,深圳市有伴科技有限公司,10.2.3,997D8B2A4E966831FAD9BB5B4D5AFB38,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/997D8B2A4E966831FAD9BB5B4D5AFB38.apk?fsname=com.xiaobanlong.main_10.2.3.apk
京东金融,com.jd.jrapp,分期贷款,4.0,京东科技控股股份有限公司,6.9.60,3DA9CC6E1BD7400DD9BF647AB750DEEF,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/3DA9CC6E1BD7400DD9BF647AB750DEEF.apk?fsname=com.jd.jrapp_6.9.60.apk
宝宝树孕育,com.babytree.apps.pregnancy,育儿社区,4.8,宝宝树（北京）信息技术有限公司,9.72.0,FB8BF93356EBB883FF9809BC9D512542,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/FB8BF93356EBB883FF9809BC9D512542.apk?fsname=com.babytree.apps.pregnancy_9.72.0.apk
有信,com.yx,匿名/陌生人,4.6,深圳市有信网络技术有限公司,8.3.8,3F21DA515E0265FE274A56155597A8CE,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/3F21DA515E0265FE274A56155597A8CE.apk?fsname=com.yx_8.3.8.apk
最右,cn.xiaochuankeji.tieba,短视频,4.3,北京小川科技有限公司,6.2.20,8A51128BC7F1E3C2575DE25FDE071CF8,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/8A51128BC7F1E3C2575DE25FDE071CF8.apk?fsname=cn.xiaochuankeji.tieba_6.2.20.apk
新华网,com.foundao.xinhua_android,综合资讯,4.8,新华炫闻（北京）移动传媒科技有限公司,8.9.5,09FAAB2008741051EBB8743E5DE61491,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/09FAAB2008741051EBB8743E5DE61491.apk?fsname=com.foundao.xinhua_android_8.9.5.apk
驾校宝典,jiaxiaobaodian.app.good,驾考培训,5.0,武汉木仓科技股份有限公司,1.2.17,79BD73E53E9D64215811EB3E0D404432,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/79BD73E53E9D64215811EB3E0D404432.apk?fsname=jiaxiaobaodian.app.good_1.2.17.apk
相机360,vStudio.Android.Camera360,相机,4.5,成都品果科技有限公司,9.9.45,A1833D64B407E711807891329AF8D195,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/A1833D64B407E711807891329AF8D195.apk?fsname=vStudio.Android.Camera360_9.9.45.apk
平安口袋银行,com.pingan.paces.ccms,手机银行,4.9,平安银行股份有限公司,6.28.0,46DA80CED8B91EBBC5D3D22455B14306,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/46DA80CED8B91EBBC5D3D22455B14306.apk?fsname=com.pingan.paces.ccms_6.28.0.apk
随手电筒,com.sskj.flashlight,手电激光,4.5,重庆神指奇动网络有限公司,7.0.0,AF99D14312EF8047424D89F551A0FF7D,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/AF99D14312EF8047424D89F551A0FF7D.apk?fsname=com.sskj.flashlight_7.0.0.apk
车来了,com.ygkj.chelaile.standard,公交地铁,4.1,武汉元光科技有限公司,4.59.4,02A571D80DCE06B0DA7AEFF03346D7C0,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/02A571D80DCE06B0DA7AEFF03346D7C0.apk?fsname=com.ygkj.chelaile.standard_4.59.4.apk
一伴婚恋专业版,com.yiban1413.yiban,约会,4.7,广州一伴信息科技有限公司,7.0.0,12E135C3B27A07F07C24F21A4BA55679,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/12E135C3B27A07F07C24F21A4BA55679.apk?fsname=com.yiban1413.yiban_7.0.0.apk
菜鸟,com.cainiao.wireless,寄收快递,4.6,杭州菜鸟物流信息科技有限公司,8.9.1211,0D4C1B5B947C17E1FCA6C339053D1AE2,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/0D4C1B5B947C17E1FCA6C339053D1AE2.apk?fsname=com.cainiao.wireless_8.9.1211.apk
萤石云视频,com.videogo,视频监控,3.1,杭州萤石软件有限公司,7.0.7.241115,894930F48741D9292BA398ACA6924DA7,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/894930F48741D9292BA398ACA6924DA7.apk?fsname=com.videogo_7.0.7.241115.apk
无他相机,com.benqu.wuta,相机,4.8,上海本趣网络科技有限公司,6.5.1.150,F6E8DF2399D6397173120E2785467728,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/F6E8DF2399D6397173120E2785467728.apk?fsname=com.benqu.wuta_6.5.1.150.apk
肯德基,com.yek.android.kfc.activitys,外卖订餐,2.4,环胜电子商务（上海）有限公司,6.17.0,1C6206120F1D7D0EBBA0B978D255C1D1,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/1C6206120F1D7D0EBBA0B978D255C1D1.apk?fsname=com.yek.android.kfc.activitys_6.17.0.apk
返利,com.fanli.android.apps,返利,4.7,上海中彦信息科技有限公司,9.24.0,03B9358F5A0DE158994508EF961FB963,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/03B9358F5A0DE158994508EF961FB963.apk?fsname=com.fanli.android.apps_9.24.0.apk
天翼云游戏,cn.egame.terminal.cloud5g,下载工具,4.4,炫彩互动网络科技有限公司,5.0.0.23,164E207F06649493B292D0D8982998DD,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/164E207F06649493B292D0D8982998DD.apk?fsname=cn.egame.terminal.cloud5g_5.0.0.23.apk
咪咕快游,cn.emagsoftware.gamehall,游戏周边,4.5,咪咕互动娱乐有限公司,3.95.1.1,3BEB595E22ECDF76CB590F91450588B2,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/3BEB595E22ECDF76CB590F91450588B2.apk?fsname=cn.emagsoftware.gamehall_3.95.1.1.apk
ZAKER,com.myzaker.ZAKER_Phone,综合新闻,4.5,广州坚和网络科技有限公司,9.1.4,8908B78BE2E7BDF890407C6DB536B8C0,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/8908B78BE2E7BDF890407C6DB536B8C0.apk?fsname=com.myzaker.ZAKER_Phone_9.1.4.apk
驾考宝典极速版,jiakaokesi.app.good,驾考培训,5.0,武汉木仓科技股份有限公司,2.3.19,1272533E8CFE1473E80C9C0841244119,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/1272533E8CFE1473E80C9C0841244119.apk?fsname=jiakaokesi.app.good_2.3.19.apk
省钱快报,com.jzyd.coupon,返利,4.2,北京九州云动科技有限公司,2.80.20,E1C79BF674408EFA653AF4F20272CBDE,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/E1C79BF674408EFA653AF4F20272CBDE.apk?fsname=com.jzyd.coupon_2.80.20.apk
微云,com.qq.qcloud,云服务,3.6,深圳市腾讯计算机系统有限公司,6.10.4,7CE7A2B422CCDAD0C99D606A5462156B,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/7CE7A2B422CCDAD0C99D606A5462156B.apk?fsname=com.qq.qcloud_6.10.4.apk
奇富借条(原360借条),com.qihoo.loan,分期贷款,4.0,福州奇富网络小额贷款有限公司,2.0.30,8AE6EB55306F739B41A48985BE765008,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/8AE6EB55306F739B41A48985BE765008.apk?fsname=com.qihoo.loan_2.0.30.apk
网易邮箱大师,com.netease.mail,邮箱,4.2,网易集团,7.21.4,7BA58A2CF47BAE0616827851B9680336,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/7BA58A2CF47BAE0616827851B9680336.apk?fsname=com.netease.mail_7.21.4.apk
快对,com.kuaiduizuoye.scan,其他,4.7,广州极目未来文化科技有限公司,6.42.0,FA15598E254DB362057303BCBFF4AFF5,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/FA15598E254DB362057303BCBFF4AFF5.apk?fsname=com.kuaiduizuoye.scan_6.42.0.apk
剪映,com.lemon.lv,拍摄剪辑,4.9,深圳市脸萌科技有限公司,15.3.0,0F3BD96B550A970701482596C298B260,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/0F3BD96B550A970701482596C298B260.apk?fsname=com.lemon.lv_15.3.0.apk
金山词霸,com.kingsoft,英语学习,4.7,珠海金山办公软件有限公司,11.5.7,0A37D4FDF47253A69B71A96F6CCC7138,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/0A37D4FDF47253A69B71A96F6CCC7138.apk?fsname=com.kingsoft_11.5.7.apk
驾照宝典,jiaxiao.app.good,驾考培训,5.0,武汉驾考宝典信息服务有限公司,1.8.12,84322A63B6C098D6224D91FBA1130AE7,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/84322A63B6C098D6224D91FBA1130AE7.apk?fsname=jiaxiao.app.good_1.8.12.apk
互传,com.vivo.easyshare,换机互传,3.5,维沃移动通信有限公司,6.4.5.10,38257CB93B53D616BDFE0403F45A7DA9,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/38257CB93B53D616BDFE0403F45A7DA9.apk?fsname=com.vivo.easyshare_6.4.5.10.apk
中财财易通,com.qihuo.zhongcai,期货,5.0,中财期货有限公司,2.7.9,63A087118A1F1F741C56B175A484A02A,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/63A087118A1F1F741C56B175A484A02A.apk?fsname=com.qihuo.zhongcai_2.7.9.apk
365日历,com.when.coco,日历,4.8,北京时连天下科技有限公司,7.6.7,8DF5F1168EB06DCC01627439287F5EE0,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/8DF5F1168EB06DCC01627439287F5EE0.apk?fsname=com.when.coco_7.6.7.apk
大智慧,com.android.dazhihui,股票,5.0,上海大智慧信息科技有限公司,9.90,CB9D015D91DFDCEA5E45FC9493C68EC8,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/CB9D015D91DFDCEA5E45FC9493C68EC8.apk?fsname=com.android.dazhihui_9.90.apk
中青看点,cn.youth.news,综合新闻,4.6,中青网新媒体科技(北京)有限公司,5.3.8,48CB080203B313821576F39D8CE2519B,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/48CB080203B313821576F39D8CE2519B.apk?fsname=cn.youth.news_5.3.8.apk
